"","campaign","observer","site","transect","species","intercept_cm","GrowthForm","ln_area_cm2","ColonySA","ColonySAlwr","ColonySAupr","ColonyVol","ColonyVollwr","ColonyVolupr","Convexity","Convexitylwr","Convexityupr","ConvexSA","ConvexSAlwr","ConvexSAupr","ConvexVol","ConvexVollwr","ConvexVolupr","FracDim","FracDimlwr","FracDimupr","Packing","Packinglwr","Packingupr","Sphericity","Sphericitylwr","Sphericityupr","Vsa","Vsalwr","Vsaupr"
"102",1995,"AHB","South Island",2,"Porites",4,"Massive",2.53099475398076,7.52834342259416,7.14129301950316,7.91539382568516,9.76174435614707,9.31253190840571,10.2109568038884,1.47738123925083,0.320302829788617,2.63445964871304,7.53098846268875,7.25166515420857,7.81031177116894,10.2206045591436,9.68796266169558,10.7532464565917,1.89704156286391,1.69930556808867,2.09477755763916,-0.00264504011658526,-0.251426642282567,0.246136562049397,1.97346548506203,0.807714651176854,3.13921631894721,0.130833826022919,-0.464802763465921,0.726470415511758
"103",1995,"AHB","South Island",2,"Stylophora pistillata",5,NA,2.97731368802997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",1995,"AHB","South Island",3,"Acropora tabular",48,"Tabular",7.50083734292215,9.42148312242291,8.81261174446734,10.0303545003785,12.0751710059033,11.5355921888723,12.6147498229343,-2.23115331655846,-3.62099681383666,-0.841309819280253,9.09201670528169,8.6526114847439,9.53142192581948,11.9641531124528,11.1262508561418,12.8020553687639,2.44524313310927,2.134183419313,2.75630284690554,0.329466416851411,-0.061893456981827,0.720826290684649,-4.11674516364489,-5.95059499537767,-2.28289533191212,2.30839779611909,1.37139820095897,3.24539739127922
"107",1995,"AHB","South Island",3,"Pocillopora damicornis",5,NA,2.97731368802997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",1995,"AHB","South Island",4,"Acropora arborescent",6,"Arborescent",3.34194265444484,8.48274641792823,7.85824822882061,9.10724460703585,9.79296800117696,9.35380405616634,10.2321319461876,-2.47083691974456,-3.60203246328083,-1.33964137620829,7.99995215074874,7.54926950340265,8.45063479809484,10.8563649511652,9.99695775834811,11.7157721439822,2.30057716856907,1.98153404221558,2.61962029492257,0.482794266600675,0.0813900598224146,0.884198473378936,-3.72077819087194,-5.60169416175864,-1.83986221998524,2.03066838261943,1.06962049704324,2.99171626819563
"110",1995,"AHB","South Island",4,"Acropora tabular",213,"Tabular",10.4810198484257,10.5803440189331,9.83037325281808,11.3303147850481,13.7739445892034,13.160381669392,14.3875075090148,-2.60458015085271,-4.1849914037687,-1.02416889793672,10.2013477577592,9.66011510696821,10.7425804085502,13.5017084540857,12.4696313687658,14.5337855394057,2.48446714747271,2.10132269314375,2.86761160180167,0.378996260810598,-0.103057051320635,0.861049572941831,-4.91190016128992,-7.17072495259894,-2.65307536998091,2.60422034732638,1.45008118152874,3.75835951312402
"111",1995,"AHB","South Island",4,"Faviidae",19,"Massive",5.64731441070522,8.80494229758773,8.29209294907951,9.31779164609596,11.5381192929793,11.0257009883353,12.0505375976232,1.08689596463745,-0.232987667033663,2.40677959630856,8.82912927983002,8.45902043707151,9.19923812258853,12.1732543016654,11.4674933777317,12.8790152255991,1.80003768659997,1.53803362902179,2.06204174417814,-0.0241869822856218,-0.353827467278631,0.305453502707387,2.28869343952184,0.744050801492152,3.83333607755153,-0.023040926800189,-0.81227104883986,0.766189195239482
"113",1995,"AHB","South Island",4,"Pocillopora damicornis",13,NA,4.88833205770812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",1995,"AHB","South Island",4,"Porites",6,"Massive",3.34194265444484,7.86054784686654,7.44166522546767,8.27943046826541,10.2240035863107,9.75971290891012,10.6882942637112,1.37576675534301,0.179849943073248,2.57168356761276,7.86879866386496,7.56650294542728,8.17109438230263,10.7287351052584,10.1522870961927,11.3051831143242,1.87179861654954,1.65780020400456,2.08579702909451,-0.00825081702596073,-0.27749298507144,0.260991351019518,2.05549604546528,0.793870269349155,3.31712182158141,0.090791589833487,-0.553831988939811,0.735415168606785
"116",1995,"AHB","South Island",5,"Acropora tabular",67,"Tabular",8.16782066268154,9.68084337518136,9.04065078787064,10.3210359624921,12.4553670650428,11.8998912767161,13.0108428533696,-2.31472855705627,-3.7455193663571,-0.883937747755434,9.34029187189556,8.87828302208156,9.80230072170957,12.308267529668,11.4272623899906,13.1892726693453,2.45402171068501,2.12696064295668,2.78108277841334,0.340551502979544,-0.0709404791861523,0.752043485145241,-4.2947057815175,-6.22289145590142,-2.36652010713359,2.37460471697027,1.38940453044018,3.35980490350035
"118",1995,"AHB","South Island",5,"Pocillopora damicornis",24,NA,6.11454242918066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1995,"AHB","South Island",5,"Porites",12,"Massive",4.72824585757134,8.42844629903349,7.9535591465243,8.90333345154269,11.0142287673412,10.5218462768545,11.5066112578279,1.20205832790291,-0.0662171880672042,2.47033384387302,8.44628010708884,8.10356750548895,8.78899270868872,11.5973766089633,10.9438576048073,12.2508956131192,1.82864618060151,1.58603621880459,2.07125614239842,-0.0178338080923812,-0.323073605560057,0.287405989375294,2.19572605108735,0.765421135712298,3.62603096646241,0.0223399910834449,-0.708469644182949,0.753149626349839
"122",1995,"AHB","South Island",6,"Acropora tabular",437,"Tabular",11.9183019158151,11.1392393154718,10.3203894369151,11.9580891940285,14.5932289126712,13.941660005397,15.2447978199454,-2.78467640046895,-4.46298322093789,-1.10636958000001,10.7363558069574,10.1454150524705,11.3272965614444,14.24324046297,13.1163749447935,15.3701059811464,2.50338410049538,2.08505074128704,2.92171745970372,0.402883508115643,-0.123442735427536,0.929209751658823,-5.29538741980504,-7.76166809315144,-2.82910674645864,2.74688961244501,1.4867515398018,4.00702768508823
"123",1995,"AHB","South Island",6,"Faviidae",7,"Massive",3.65026855498628,7.98685340634702,7.55567019735679,8.41803661533725,10.3997565457082,9.92945893764628,10.8700541537701,1.33713248889876,0.125743064927449,2.54852191287006,7.99723556397917,7.68606286002532,8.30840826793302,10.9219285374553,10.3285529957941,11.5153040791164,1.86220113914039,1.6419186124225,2.08248366585829,-0.0103821576618123,-0.287530685871557,0.266766370547933,2.08668441945796,0.788010703002819,3.3853581359131,0.0755673583807215,-0.587985744772647,0.73912046153409
"125",1995,"AHB","South Island",6,"Porites",5,"Massive",2.97731368802997,7.71117776305282,7.30670738171926,8.11564814438638,10.0161565652951,9.55877842060312,10.4735347099871,1.42145598423044,0.243344427340372,2.59956754112051,7.71690803756358,7.42501322439691,8.00880285073025,10.5002628251926,9.94364831283309,11.056877337552,1.88314867913507,1.6765131800595,2.08978417821065,-0.0057302745358104,-0.26570879075296,0.254248241681339,2.01861239555737,0.800394611630687,3.23683017948406,0.108795902054207,-0.513648504572926,0.731240308681339
"127",1995,"AHB","South Island",7,"Acropora tabular",32,"Tabular",6.68990767932711,9.10614851616139,8.53509523266885,9.67720179965392,11.6129221711807,11.0920672996624,12.133777042699,-2.12954111779131,-3.47115560182277,-0.787926633759855,8.79015953527957,8.37804656190514,9.20227250865401,11.5457729516249,10.7599143088376,12.3316315944123,2.43456998919481,2.14283075270442,2.7263092256852,0.315988980611998,-0.0510628288031577,0.683040790027154,-3.90037761784681,-5.62032374400489,-2.18043149168873,2.22790229576254,1.34910142776312,3.10670316376196
"128",1995,"AHB","South Island",7,"Faviidae",22,"Massive",5.94052119148472,8.92505431680114,8.39998268255172,9.45012595105055,11.7052540012439,11.1862323014318,12.224275701056,1.05015617446087,-0.286736438187222,2.38704878710897,8.95126812690598,8.57233880685781,9.33019744695415,12.3569742688258,11.6343935678906,13.079554969761,1.79091083267755,1.52266266371192,2.05915900164318,-0.0262138101501805,-0.363710325790723,0.311282705490363,2.31835245525838,0.736897712962714,3.89980719755404,-0.037518620325996,-0.845557767072788,0.770520526420796
"129",1995,"AHB","South Island",7,"Pocillopora damicornis",10,NA,4.36360804914986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",1995,"AHB","South Island",7,"Porites",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"131",1995,"AHB","South Island",7,"Stylophora pistillata",12,NA,4.72824585757134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",1995,"AHB","South Island",8,"Acropora arborescent",10,"Arborescent",4.36360804914986,8.96959396957624,8.2581532345133,9.68103470463918,10.3753411210418,9.91838256372876,10.8322996783549,-2.59885501036422,-3.77588579689834,-1.42182422383011,8.41857267454215,7.90514605537743,8.93199929370687,11.480603814072,10.5015500783841,12.4596575497599,2.32739876415837,1.96393850072021,2.69085902759653,0.551021294358576,0.0937336530032746,1.00830893571388,-4.11308836482214,-6.25586518028644,-1.97031154935784,2.15359072781194,1.05874589708148,3.24843555854241
"134",1995,"AHB","South Island",8,"Acropora tabular",140,"Tabular",9.64172036977987,10.2539776489313,9.54401490112874,10.9639403967339,13.2955242977722,12.7035197298043,13.8875288657401,-2.49941311938509,-4.02429451424147,-0.974531724528714,9.8889303228301,9.37657032519106,10.4012903204691,13.0686915518529,12.0916717578235,14.0457113458823,2.47342061097877,2.11071542046875,2.8361258014888,0.365047325758604,-0.0912903203617573,0.821384971878966,-4.68796314611261,-6.82628843570974,-2.54963785651548,2.52090876740084,1.42833842930505,3.61347910549662
"136",1995,"AHB","South Island",8,"Pocillopora damicornis",10,NA,4.36360804914986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1995,"AHB","South Island",9,"Acropora tabular",293,"Tabular",11.1187807438091,10.8283409659718,10.0478585844746,11.6088233474691,14.1374831844197,13.5072150974617,14.7677512713778,-2.6844937238503,-4.30793403424016,-1.06105341346043,10.4387452876079,9.87549326857031,11.0019973066454,13.8307462460902,12.7566804053483,14.9048120868322,2.4928611107534,2.09412890720206,2.89159331430474,0.389595677984974,-0.112069365587024,0.891260721556973,-5.08206382151213,-7.43278605251105,-2.73134159051322,2.66752655585023,1.46643269272914,3.86862041897133
"140",1995,"AHB","South Island",9,"Faviidae",11,"Massive",4.55422419970315,8.3571584091087,7.88939234166941,8.824924476548,10.9150323608249,10.4263233967864,11.4037413248634,1.22386382359868,-0.0349494475891774,2.48267709478653,8.3737892710933,8.03621575480584,8.71136278738076,11.4883366570776,10.8446173798648,12.1320559342905,1.83406307528067,1.59509112762592,2.07303502293542,-0.0166308620204443,-0.317293490885006,0.284031766844117,2.1781230779382,0.769266043232206,3.5869801126442,0.0309326717259949,-0.688918238809399,0.750783582261388
"143",1995,"AHB","South Island",10,"Acropora arborescent",33,"Arborescent",6.75145111540565,10.1074572627359,9.18962921762795,11.0252853078438,11.7364673992246,11.2315158110957,12.2414189873535,-2.89805973201355,-4.19871064537378,-1.59740881865331,9.39697531038855,8.73460481773937,10.0593458030377,12.9395789816803,11.6765040240698,14.2026539392909,2.39008637341454,1.92118712907151,2.85898561775756,0.710481951445805,0.120536224090144,1.30042767880147,-5.02999827832573,-7.79438968679098,-2.26560686986049,2.44088563980275,1.0284288585686,3.85334242103691
"145",1995,"AHB","South Island",10,"Acropora tabular",263,"Tabular",10.9027435971101,10.7443336942558,9.97419677473597,11.5144706137757,14.0143369686608,13.3897572931004,14.6389166442211,-2.65742354689543,-4.26621168536638,-1.04863540842447,10.3583284960592,9.80254250378256,10.9141144883359,13.7192869417407,12.6594580749266,14.7791158085547,2.49001771303212,2.09657079067199,2.88346463539225,0.386005197822893,-0.109010167605568,0.881020563251355,-5.02442204401781,-7.34398494581631,-2.70485914221931,2.64608201016418,1.46090890475238,3.83125511557598
"146",1995,"AHB","South Island",10,"Faviidae",8,"Massive",3.91730900985738,8.09624640251499,7.65433257677417,8.5381602282558,10.5519758375031,10.0763604473319,11.0275912276744,1.30367142686418,0.0785844954085473,2.52875835831981,8.10847451006999,7.78955782406918,8.42739119607081,11.0892529883735,10.4811104395701,11.6973955371768,1.85388878286915,1.62812420740312,2.07965335833517,-0.0122281075864978,-0.296273877101562,0.271817661928567,2.11369660871312,0.782703521640623,3.44468969578563,0.0623816815203922,-0.617684898723782,0.742448261764566
"148",1995,"AHB","South Island",10,"Pocillopora damicornis",14,NA,5.03654992394694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",1995,"AHB","South Island",10,"Porites",15,"Massive",5.17453826536619,8.61126977302458,8.11801883357448,9.10452071247469,11.2686258559051,10.7666438682141,11.7706078435962,1.1461363967109,-0.146865439762351,2.43913823318416,8.6321886321301,8.27622340584982,8.98815385841039,11.877018253969,11.1982278065012,12.5558087014368,1.81475412257407,1.5627624842575,2.06674576089064,-0.0209188591456169,-0.337962215789332,0.296124497498098,2.24087027834804,0.755255770814717,3.72648478588136,0.000303376903613151,-0.758766514226698,0.759373268033924
"152",1995,"AHB","South Island",11,"Acropora tabular",55,"Tabular",7.77310170819562,9.52735466748632,8.90571952805282,10.1489898069198,12.2303680485496,11.6843516662079,12.7763844308913,-2.2652689520363,-3.67169428685698,-0.858843617215618,9.19336328869502,8.74474682317158,9.64197975421846,12.10462153289,11.2491543442655,12.9600887215145,2.44882657182633,2.13124611795911,2.76640702569356,0.33399137849478,-0.0655725664485369,0.733555323438096,-4.18938916122828,-6.06168195921965,-2.31709636323691,2.33542363731818,1.37878173383064,3.29206554080571
"153",1995,"AHB","South Island",11,"Pocillopora damicornis",26,NA,6.27462830232079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1995,"AHB","South Island",12,"Acropora tabular",286,"Tabular",11.0704191436723,10.8095352830354,10.0313696597186,11.5877009063521,14.1099159436192,13.4809238259998,14.7389080612387,-2.67843385362183,-4.2985875307489,-1.05828017649475,10.4207433616586,9.85916328135244,10.9823234419648,13.8057952115536,12.7349175924575,14.8766728306497,2.49222459399817,2.09467597397966,2.88977321401668,0.388791920998961,-0.111383996590035,0.888967838587956,-5.06916026007859,-7.41290468467489,-2.7254158354823,2.66272602705492,1.46519745137515,3.8602546027347
"157",1995,"AHB","South Island",13,"Acropora tabular",108,"Tabular",9.12269795956194,10.0521528363558,9.36683675485914,10.7374689178525,12.9996694103649,12.4207329021899,13.5786059185399,-2.43437787566511,-3.92559864977062,-0.943157101559596,9.69573152526546,9.20115832831333,10.1903047222176,12.80091409937,11.8578119734327,13.7440162253074,2.46658943790943,2.1164757162132,2.81670315960566,0.356421310760549,-0.0840743750294196,0.796916996550519,-4.54948059928455,-6.61357299422732,-2.48538820434179,2.46938892482714,1.41474764233619,3.52403020731809
"158",1995,"AHB","South Island",13,"Pocillopora damicornis",8,NA,3.91730900985738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1995,"AHB","South Island",14,"Acropora tabular",115,"Tabular",9.24829980928616,10.1009938291158,9.40972049718184,10.7922671610498,13.0712653961581,12.4891859265573,13.6533448657588,-2.45011620747445,-3.94943260053672,-0.950799814412191,9.74248504854478,9.24361267275626,10.2413574243333,12.8657154310354,11.9144151966575,13.8170156654133,2.46824256108177,2.11508540413283,2.82139971803071,0.358508780238119,-0.0858160045437562,0.802833565019994,-4.58299295577186,-6.66502789672277,-2.50095801482095,2.48185657053446,1.41804760263391,3.54566553843501
"162",1995,"AHB","South Island",14,"Faviidae",14,"Massive",5.03654992394694,8.55474291415825,8.06718475957406,9.04230106874244,11.1899692807546,10.6909821986265,11.6889563628827,1.16342679735266,-0.121860781462068,2.44871437616739,8.57470791191598,8.22285100716311,8.92656481666885,11.7905563601251,11.1196000751037,12.4615126451465,1.81904938283981,1.56996606982019,2.06813269585944,-0.0199649977968811,-0.333349244080761,0.293419248486999,2.22691221646853,0.75844371537667,3.69538071756039,0.00711683773794736,-0.743192357278503,0.757426032754398
"164",1995,"AHB","South Island",15,"Acropora arborescent",22,"Arborescent",5.94052119148472,9.7210301114737,8.87366095293279,10.5683992700146,11.2742184161102,10.7864675576503,11.7619692745701,-2.7964475006267,-4.05279288989238,-1.54010211136102,9.06470222834926,8.45317991761789,9.67622453908063,12.4440997609599,11.2779872525121,13.6102122694077,2.36879717777045,1.93589391202562,2.80170044351529,0.656327882299673,0.111670506401568,1.20098525819778,-4.71860859911799,-7.27078602947039,-2.1664311687656,2.34331807164222,1.03929133093716,3.64734481234728
"166",1995,"AHB","South Island",15,"Acropora tabular",239,"Tabular",10.7113626176385,10.6699141132282,9.90893361863079,11.4308946078257,13.9052453436774,13.2856797370686,14.5248109502862,-2.63344287014955,-4.22931580345072,-1.03756993684839,10.2870896162291,9.73791155636321,10.8362676760951,13.6205484092078,12.5733202153438,14.6677766030718,2.48749883028792,2.09872973483654,2.8762679257393,0.382824496630105,-0.10630545944567,0.87195445270588,-4.97335888194637,-7.26534369597264,-2.68137406792011,2.62708491535698,1.45600274401771,3.79816708669625
"167",1995,"AHB","South Island",15,"Faviidae",14,"Massive",5.03654992394694,8.55474291415825,8.06718475957406,9.04230106874244,11.1899692807546,10.6909821986265,11.6889563628827,1.16342679735266,-0.121860781462068,2.44871437616739,8.57470791191598,8.22285100716311,8.92656481666885,11.7905563601251,11.1196000751037,12.4615126451465,1.81904938283981,1.56996606982019,2.06813269585944,-0.0199649977968811,-0.333349244080761,0.293419248486999,2.22691221646853,0.75844371537667,3.69538071756039,0.00711683773794736,-0.743192357278503,0.757426032754398
